"Emotion","Exp_ID","IMDFblankISI_jitter","NT_ID","Object","Scene","Set_ID","TBF_ID","TBR_ID","TNTfixation_jitter","T_ID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color","color_backend","compensation","condition","coordinates","correct","correct_TNT_fMRI_instruct","correct_TNT_fMRI_intrusionrating_response","correct_refresher_instruct","correct_standby","count_BREAK","count_CHANGELOG","count_IMDF_fMRI_NULL","count_IMDF_fMRI_blankISI","count_IMDF_fMRI_blockloop","count_IMDF_fMRI_blockloop_practice","count_IMDF_fMRI_fixation","count_IMDF_fMRI_instruct","count_IMDF_fMRI_jitterblankISIscript","count_IMDF_fMRI_scene","count_IMDF_fMRI_sceneobject","count_IMDF_fMRI_trialsequence","count_IMDF_fMRI_trialsequence_practice","count_IMDF_instruct","count_IMDF_practice_instruct","count_Questions_for_CVS","count_TNTF_fMRI","count_TNTF_fMRI_blocksequence","count_TNTF_fMRI_jitteredfixationscript","count_TNT_fMRI_NULL","count_TNT_fMRI_blockloop","count_TNT_fMRI_cue","count_TNT_fMRI_instruct","count_TNT_fMRI_intrusionrating","count_TNT_fMRI_intrusionrating_response","count_TNT_fMRI_jitteredfixation","count_TNT_fMRI_trialsequence","count_add_timeremaining","count_blank_before_t_presses","count_calculate_time_remaining","count_define_constants","count_determine_end_run","count_determine_instruction","count_experiment","count_fixation","count_logger","count_new_logger","count_pair","count_pulse","count_refresher_block_loop","count_refresher_instruct","count_refresher_trial_sequence","count_scaling_factors","count_standby","count_todo_new","count_wait","count_wait_pulse","datetime","description","disable_garbage_collection","empty_column","end_x_fixationline","end_y_fixationline","exp_ID","experiment_file","experiment_path","filler","filler_type","fixationdimension","fixationwidth","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction_msg","keyboard_backend","live_row","live_row_TNTF_fMRI","live_row_TNT_fMRI_blockloop","logfile","main_run","mouse_backend","neg_ID","neu_ID","null_ID","opensesame_codename","opensesame_version","order","pair_ID","pp_ID","psychopy_screen","psychopy_waitblanking","remember_condition","repeat_cycle","repetition","response","response_BREAK","response_IMDF_instruct","response_IMDF_practice_instruct","response_TNT_fMRI_instruct","response_TNT_fMRI_intrusionrating_response","response_refresher_instruct","response_standby","response_time","response_time_BREAK","response_time_IMDF_instruct","response_time_IMDF_practice_instruct","response_time_TNT_fMRI_instruct","response_time_TNT_fMRI_intrusionrating_response","response_time_refresher_instruct","response_time_standby","round_decimals","run_ended","sampler_backend","scale_object_IMDF","scale_object_cue","scale_object_refesher","scale_scene_IMDF","scale_scene_refresher","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_x_fixationline","start_y_fixationline","subject_nr","subject_parity","think_condition","time_BREAK","time_CHANGELOG","time_IMDF_fMRI_NULL","time_IMDF_fMRI_blankISI","time_IMDF_fMRI_blockloop","time_IMDF_fMRI_blockloop_practice","time_IMDF_fMRI_fixation","time_IMDF_fMRI_instruct","time_IMDF_fMRI_jitterblankISIscript","time_IMDF_fMRI_scene","time_IMDF_fMRI_sceneobject","time_IMDF_fMRI_trialsequence","time_IMDF_fMRI_trialsequence_practice","time_IMDF_instruct","time_IMDF_practice_instruct","time_Questions_for_CVS","time_TNTF_fMRI","time_TNTF_fMRI_blocksequence","time_TNTF_fMRI_jitteredfixationscript","time_TNT_fMRI_NULL","time_TNT_fMRI_blockloop","time_TNT_fMRI_cue","time_TNT_fMRI_instruct","time_TNT_fMRI_intrusionrating","time_TNT_fMRI_intrusionrating_response","time_TNT_fMRI_jitteredfixation","time_TNT_fMRI_trialsequence","time_add_timeremaining","time_blank_before_t_presses","time_calculate_time_remaining","time_define_constants","time_determine_end_run","time_determine_instruction","time_experiment","time_fixation","time_logger","time_new_logger","time_pair","time_pulse","time_refresher_block_loop","time_refresher_instruct","time_refresher_trial_sequence","time_scaling_factors","time_standby","time_todo_new","time_wait","time_wait_pulse","timeout_keypress","timeremaining","title","total_correct","total_response_time","total_responses","trial_count","uniform_coordinates","width"
"neu","TNT_scanner","NA","32","ring01.jpg","neutral_226.jpg","1","NA","NA","1800","9999","undefined","undefined","3000.0633890012978","3000.0633890012978","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","73","14","0","58","0","73","73","73","73","22","NA","73","0","73","NA","0","0","73","NA","NA","76","0","0","NA","0","78","0","1","76","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","73","0","73","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","32","9999","7","Lentiform Loewenfeld","3.3.9b1","NA","7","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0633890012978","NA","NA","NA","455.0347249896731","3000.0633890012978","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","713386.4297339896","689041.5874409955","12946.29786600126","717232.2072730021","10599.490644002799","721240.4671940021","721241.3219709997","714387.806151004","713386.3535109995","700959.9421519961","NA","724241.6351900029","7071.771942995838","724241.7153889983","NA","1384.248722999473","7071.747333990061","724241.7348290037","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.06338900129776448","TNT_IMDF_fMRI","0","3000.0633890012978","1","74","yes","1024"
"neg","TNT_scanner","NA","9999","mirror.jpg","2981_animal_disgust.jpg","1","NA","NA","2000","55","undefined","undefined","3000.123578996863","3000.123578996863","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","74","14","0","59","0","74","74","74","74","22","NA","74","0","74","NA","0","0","74","NA","NA","77","0","0","NA","0","79","0","1","77","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","74","0","74","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","55","78","Lentiform Loewenfeld","3.3.9b1","NA","42","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.123578996863","NA","NA","NA","455.0347249896731","3000.123578996863","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","724409.2934469954","689041.5874409955","12946.29786600126","728457.0792729937","10599.490644002799","732463.1253359985","732464.2712740024","725411.5936949966","724409.2123930022","700959.9421519961","NA","735464.6088610025","7071.771942995838","735464.678734992","NA","1384.248722999473","7071.747333990061","735464.696504001","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.12357899686321616","TNT_IMDF_fMRI","0","3000.123578996863","1","75","yes","1024"
"neg","TNT_scanner","NA","9999","measuringcup01.jpg","2811_object_fear.jpg","1","NA","NA","2200","61","undefined","undefined","3000.0622469960945","3000.0622469960945","black","yes","psycho","psycho","red","psycho","0","NT_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","75","14","0","60","0","75","75","75","75","22","NA","75","0","75","NA","0","0","75","NA","NA","78","0","0","NA","0","80","0","1","78","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","75","0","75","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","61","84","Lentiform Loewenfeld","3.3.9b1","NA","48","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0622469960945","NA","NA","NA","455.0347249896731","3000.0622469960945","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","735636.1925739911","689041.5874409955","12946.29786600126","739889.5026859973","10599.490644002799","743893.3335949987","743894.1084469989","736636.4243799908","735636.1161949899","700959.9421519961","NA","746894.3816590036","7071.771942995838","746894.4523829996","NA","1384.248722999473","7071.747333990061","746894.4697409897","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.062246996094472706","TNT_IMDF_fMRI","0","3000.0622469960945","1","76","yes","1024"
"neg","TNT_scanner","NA","56","makeupbrush04.jpg","People_127_fearh.jpg","1","NA","NA","2200","9999","undefined","undefined","3000.111848989036","3000.111848989036","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","76","14","0","61","0","76","76","76","76","22","NA","76","0","76","NA","0","0","76","NA","NA","79","0","0","NA","0","81","0","1","79","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","76","0","76","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","32","31","Lentiform Loewenfeld","3.3.9b1","NA","19","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.111848989036","NA","NA","NA","455.0347249896731","3000.111848989036","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","747134.3799159949","689041.5874409955","12946.29786600126","751428.801342001","10599.490644002799","755433.9320479921","755435.4136890033","748141.2563699996","747134.3036530016","700959.9421519961","NA","758435.7586219994","7071.771942995838","758435.8334699937","NA","1384.248722999473","7071.747333990061","758435.8520469978","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.11184898903593421","TNT_IMDF_fMRI","0","3000.111848989036","1","77","yes","1024"
"neu","TNT_scanner","NA","28","belt02a.jpg","neutral_293.jpg","1","NA","NA","1800","9999","undefined","undefined","3000.113770001917","3000.113770001917","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","77","14","0","62","0","77","77","77","77","22","NA","77","0","77","NA","0","0","77","NA","NA","80","0","0","NA","0","82","0","1","80","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","77","0","77","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","28","9999","3","Lentiform Loewenfeld","3.3.9b1","NA","3","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.113770001917","NA","NA","NA","455.0347249896731","3000.113770001917","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","758625.8326520037","689041.5874409955","12946.29786600126","762471.6281049914","10599.490644002799","766477.0709059958","766478.3214789932","759627.3361810017","758625.75035599","700959.9421519961","NA","769478.6549720011","7071.771942995838","769478.7246549968","NA","1384.248722999473","7071.747333990061","769478.7429209973","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.11377000191714615","TNT_IMDF_fMRI","0","3000.113770001917","1","78","yes","1024"
"neu","TNT_scanner","NA","9999","stackingrings01a.jpg","neutral_246.jpg","1","NA","NA","2000","29","undefined","undefined","3000.0497110013384","3000.0497110013384","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","78","14","0","63","0","78","78","78","78","22","NA","78","0","78","NA","0","0","78","NA","NA","81","0","0","NA","0","83","0","1","81","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","78","0","78","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","53","9999","52","Lentiform Loewenfeld","3.3.9b1","NA","28","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0497110013384","NA","NA","NA","455.0347249896731","3000.0497110013384","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","769667.6635990007","689041.5874409955","12946.29786600126","773715.2938669897","10599.490644002799","777721.4643519983","777721.6935679899","770669.3411290034","769667.5806059939","700959.9421519961","NA","780721.9703540031","7071.771942995838","780722.0957279933","NA","1384.248722999473","7071.747333990061","780722.1162639908","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.0497110013384372","TNT_IMDF_fMRI","0","3000.0497110013384","1","79","yes","1024"
"neg","TNT_scanner","NA","9999","spoon01.jpg","Animals_008_v_disgust.jpg","1","NA","NA","2000","60","undefined","undefined","3000.140411997563","3000.140411997563","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","79","14","0","64","0","79","79","79","79","22","NA","79","0","79","NA","0","0","79","NA","NA","82","0","0","NA","0","84","0","1","82","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","79","0","79","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","60","83","Lentiform Loewenfeld","3.3.9b1","NA","47","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.140411997563","NA","NA","NA","455.0347249896731","3000.140411997563","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","780918.4397209901","689041.5874409955","12946.29786600126","785026.476546991","10599.490644002799","789033.3813089965","789034.6990929975","781981.9405299932","780906.9278349925","700959.9421519961","NA","792035.0713689986","7071.771942995838","792035.1460529928","NA","1384.248722999473","7071.747333990061","792035.189532995","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.14041199756320566","TNT_IMDF_fMRI","0","3000.140411997563","1","80","yes","1024"
"neg","TNT_scanner","NA","59","measuringtape01.jpg","Faces_363_vsad.jpg","1","NA","NA","2200","9999","undefined","undefined","3000.1284729951294","3000.1284729951294","black","yes","psycho","psycho","red","psycho","0","NT_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","80","14","0","65","0","80","80","80","80","22","NA","80","0","80","NA","0","0","80","NA","NA","83","0","0","NA","0","85","0","1","83","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","80","0","80","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","35","34","Lentiform Loewenfeld","3.3.9b1","NA","22","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.1284729951294","NA","NA","NA","455.0347249896731","3000.1284729951294","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","792207.7038049902","689041.5874409955","12946.29786600126","796456.8804799928","10599.490644002799","800461.4586379903","800462.6535860007","793208.8054839987","792207.6198769937","700959.9421519961","NA","803463.0467379902","7071.771942995838","803463.1285939977","NA","1384.248722999473","7071.747333990061","803463.1481639954","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.1284729951294139","TNT_IMDF_fMRI","0","3000.1284729951294","1","81","yes","1024"
"neu","TNT_scanner","NA","9999","bow04.jpg","neutral_128.jpg","2","NA","NA","2600","27","undefined","undefined","3000.032967000152","3000.032967000152","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","81","14","0","66","0","81","81","81","81","22","NA","81","0","81","NA","0","0","81","NA","NA","84","0","0","NA","0","86","0","1","84","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","81","0","81","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","51","9999","50","Lentiform Loewenfeld","3.3.9b1","NA","26","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.032967000152","NA","NA","NA","455.0347249896731","3000.032967000152","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","803627.8000530001","689041.5874409955","12946.29786600126","808300.339606998","10599.490644002799","812305.1872849901","812305.5932809948","804628.6228079989","803627.7237820032","700959.9421519961","NA","815305.8489489922","7071.771942995838","815305.9183019941","NA","1384.248722999473","7071.747333990061","815305.93550099","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.032967000151984394","TNT_IMDF_fMRI","0","3000.032967000152","1","82","yes","1024"
"neu","TNT_scanner","NA","27","tuque03b.jpg","neutral_098.jpg","2","NA","NA","2200","9999","undefined","undefined","3000.0349110050593","3000.0349110050593","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","82","14","0","67","0","82","82","82","82","22","NA","82","0","82","NA","0","0","82","NA","NA","85","0","0","NA","0","87","0","1","85","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","82","0","82","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","27","9999","2","Lentiform Loewenfeld","3.3.9b1","NA","2","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0349110050593","NA","NA","NA","455.0347249896731","3000.0349110050593","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","815490.3077789932","689041.5874409955","12946.29786600126","818766.2005269958","10599.490644002799","821789.1053109925","821789.5556089934","816491.5912699944","815490.1915480004","700959.9421519961","NA","824789.8000919959","7071.771942995838","824789.8660990031","NA","1384.248722999473","7071.747333990061","824789.8833609943","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.03491100505925715","TNT_IMDF_fMRI","0","3000.0349110050593","1","83","yes","1024"
"neg","TNT_scanner","NA","50","thimble.jpg","Objects_021_vdisgust.jpg","2","NA","NA","1800","9999","undefined","undefined","497.6910990080796","497.6910990080796","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","83","14","0","68","0","83","83","83","83","23","NA","83","0","83","NA","0","0","83","NA","NA","86","0","0","NA","0","88","0","1","86","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","83","0","83","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","26","25","Lentiform Loewenfeld","3.3.9b1","NA","13","34","1","yes","NA","0","two","1","NA","NA","NA","t","1","t","space","497.6910990080796","NA","NA","NA","455.0347249896731","497.6910990080796","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","824960.3326479992","689041.5874409955","12946.29786600126","826839.2430660024","10599.490644002799","829862.4258359923","829862.855896994","824978.8153839909","824960.2560280036","830381.8957879994","NA","830360.8986899926","7071.771942995838","832886.1176399951","NA","1384.248722999473","7071.747333990061","832886.1488109978","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","2502.3089009919204","TNT_IMDF_fMRI","0","497.6910990080796","1","84","yes","1024"
"neu","TNT_scanner","NA","9999","watch02a.jpg","neutral_380.jpg","2","NA","NA","2200","32","undefined","undefined","3000.0633360032225","3000.0633360032225","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","84","14","0","69","0","84","84","84","84","23","NA","84","0","84","NA","0","0","84","NA","NA","87","0","0","NA","0","89","0","1","87","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","84","0","84","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","56","9999","55","Lentiform Loewenfeld","3.3.9b1","NA","31","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0633360032225","NA","NA","NA","455.0347249896731","3000.0633360032225","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","833051.7479629925","689041.5874409955","12946.29786600126","836313.4726619901","10599.490644002799","840318.4393709962","840319.2499509896","833070.0652380037","833051.6572039924","830381.8957879994","NA","843319.5543869952","7071.771942995838","843319.6487800014","NA","1384.248722999473","7071.747333990061","843319.6843439946","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.06333600322250277","TNT_IMDF_fMRI","0","3000.0633360032225","1","85","yes","1024"
